Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,time_diff
36.0,4.9,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,38,14.084813052299175,10.0
33.0,4.6,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,21,1.0536149903146426,15.0
33.0,3.6,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,39,12.004319125585887,15.0
20.0,3.9,Sunny,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,44,2.053889758300752,5.0
30.0,4.6,Sunny,Low,2,Drinks,motorcycle,1.0,No,Urban,25,7.639184435223108,5.0
28.0,4.8,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,24,7.639881105891674,15.0
34.0,3.9,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,41,8.568046712326652,10.0
30.0,4.2,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,34,6.498156581153088,15.0
23.0,4.7,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,19,9.77671769893604,15.0
31.0,4.9,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,12,1.982891655297851,5.0
35.0,4.9,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,39,5.947482370791641,10.0
33.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,31,1.0541397240348964,5.0
28.0,4.1,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,27,1.0254028644085875,5.0
37.0,5.0,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,9.750128267822348,10.0
38.0,5.0,Sunny,Low,2,Meal,electric_scooter,1.0,No,Urban,11,0.9951566743944398,5.0
24.0,4.9,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,38,9.226225539146858,5.0
21.0,4.6,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Urban,14,14.118725945040396,15.0
23.0,4.7,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,14,6.272573926582784,15.0
31.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,27,5.102685296067417,10.0
28.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,16,1.050205018841832,15.0
20.0,4.6,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,29,4.447796794806982,5.0
35.0,4.6,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,34,8.48520043600397,15.0
39.0,4.2,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,36,7.630345548988346,5.0
30.0,4.9,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,17,5.2277930388745935,10.0
31.0,3.8,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,44,14.185535874064344,5.0
37.0,4.5,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,30,1.0509203028523364,15.0
39.0,4.8,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,27,2.878517960492032,15.0
37.0,5.0,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,37,7.603828762987095,15.0
32.0,5.0,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,47,14.118646533159442,15.0
25.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,12.883202511637736,5.0
39.0,4.9,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,19,4.447796794806982,5.0
31.0,4.9,Windy,Jam,0,Drinks,motorcycle,0.0,No,Urban,31,6.170934023649051,10.0
21.0,4.1,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,18,1.90818786117526,15.0
29.0,4.7,Sandstorms,High,1,Drinks,motorcycle,0.0,No,Metropolitian,19,1.0835581540830088,10.0
29.0,4.1,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,9.447071666609398,15.0
25.0,4.7,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,15,8.363383407731064,15.0
37.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,Yes,Semi-Urban,53,9.775163210211762,5.0
39.0,4.8,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,15,1.0258140009870769,5.0
36.0,4.9,Windy,Low,0,Meal,motorcycle,0.0,No,Urban,22,8.164497062619343,15.0
21.0,4.8,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,23,11.31135631615954,15.0
37.0,4.5,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,28,14.186198215384248,5.0
20.0,4.9,Stormy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,22,5.183187764268939,5.0
36.0,3.7,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,36,9.25541074416121,5.0
36.0,4.8,Stormy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,26,4.147335976285364,5.0
28.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,23,11.311530223395277,10.0
30.0,4.0,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,25,1.0286897990607955,15.0
20.0,4.8,Fog,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,35,6.965547884112823,15.0
32.0,4.8,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,24,1.9785432363356892,5.0
35.0,4.6,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,26,5.41814005040145,5.0
34.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,9.82147342316544,10.0
21.0,4.7,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,10,1.1119492622115985,15.0
26.0,4.8,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,27,4.100813699123627,10.0
25.0,4.5,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,7.78364341285968,15.0
34.0,4.4,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,38,7.603221723151941,5.0
28.0,4.6,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,15,1.020770719018259,10.0
29.0,4.6,Fog,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,16,2.073807015233553,10.0
24.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,44,8.43164318905633,15.0
28.0,5.0,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,19,1.0253743485541174,5.0
22.0,5.0,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,8.666933121753765,15.0
33.0,4.9,Cloudy,High,2,Buffet,motorcycle,2.0,No,Metropolitian,34,1.0253275430620223,5.0
33.0,4.3,Cloudy,Jam,2,Meal,motorcycle,2.0,No,Metropolitian,45,13.264045067394136,10.0
22.0,4.6,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,18,4.335084948864717,5.0
32.0,4.6,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,26,2.167027763777367,15.0
33.0,4.7,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,31,1.028691257974835,5.0
37.0,4.5,Sunny,High,0,Snack,motorcycle,0.0,No,Metropolitian,26,1.08638553317351,10.0
32.0,5.0,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,43,9.746743044305008,10.0
22.0,4.8,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,25,6.364249886981268,5.0
25.0,4.7,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,19,6.306940321793792,5.0
20.0,4.8,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,27,3.061721165842284,10.0
37.0,4.9,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,49,10.007540311428052,5.0
29.0,4.8,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,29,6.17093809563922,10.0
32.0,5.0,Stormy,Jam,0,Snack,motorcycle,2.0,No,Urban,41,11.40330331382866,5.0
29.0,4.6,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,29,7.355554106105558,15.0
27.0,4.8,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,33,11.224375792647102,5.0
33.0,4.7,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,22,4.21662381762857,10.0
26.0,4.6,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,21,6.170877633781479,10.0
36.0,4.8,Sandstorms,High,1,Buffet,motorcycle,0.0,No,Metropolitian,26,2.172784428583972,15.0
26.0,4.7,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,25,13.653412069178549,10.0
34.0,4.2,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,33,6.671694684131345,15.0
32.0,4.6,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,25,0.9910936445573444,15.0
37.0,4.4,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,33,6.300351483294769,15.0
23.0,4.9,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,19,3.061842335644688,10.0
39.0,4.9,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,7.177519897885946,10.0
26.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,18,2.073846079841549,15.0
31.0,4.6,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Urban,17,8.92091036474357,10.0
34.0,4.1,Windy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,48,13.782639664288943,10.0
38.0,4.6,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,29,3.1629233328671926,5.0
38.0,4.0,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,40,12.930274622675883,5.0
26.0,4.8,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,15,2.1726766628589798,5.0
37.0,4.2,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,39,7.188564127600449,15.0
20.0,4.6,Stormy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,16,13.692147949001582,10.0
24.0,4.8,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18,1.086308286666151,10.0
37.0,4.7,Stormy,Low,1,Drinks,scooter,1.0,No,Urban,26,1.0608977318207309,5.0
29.0,4.8,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,21,14.078315904391305,5.0
33.0,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,11.561641796453074,5.0
28.0,4.8,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,29,8.364052978774485,10.0
24.0,4.7,Windy,Medium,0,Meal,motorcycle,1.0,No,Urban,17,2.973941086881169,5.0
28.0,4.9,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,15,11.913866244235525,10.0
36.0,3.6,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,41,8.689371208868048,10.0
30.0,4.4,Stormy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,40,14.119564103609536,5.0
25.0,4.6,Windy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,16,9.330098168717331,10.0
35.0,4.0,Stormy,High,0,Buffet,motorcycle,1.0,No,Urban,37,4.2166171729914845,15.0
24.0,4.8,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,32,7.78364341285968,10.0
31.0,4.8,Windy,Low,2,Meal,motorcycle,1.0,No,Urban,26,1.060712833189958,5.0
24.0,4.6,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,29,12.045168248636005,5.0
25.0,4.7,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Urban,29,3.3358476850190417,10.0
29.0,4.6,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,34,10.897185442915363,15.0
31.0,4.9,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,17,3.3358476850190417,15.0
39.0,4.8,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,21,1.0835581540830088,10.0
32.0,4.1,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,32,5.25624130182132,10.0
28.0,4.6,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,17,8.292824522264967,15.0
20.0,4.7,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,19,2.182937866611979,10.0
30.0,4.1,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,48,3.110835669077115,5.0
39.0,4.9,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,28,6.547949030170353,15.0
20.0,4.7,Fog,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,16,5.55974580297909,15.0
39.0,4.8,Cloudy,Low,0,Buffet,motorcycle,2.0,No,Urban,38,8.485209339153748,15.0
23.0,5.0,Stormy,Medium,2,Meal,scooter,1.0,No,Urban,23,3.2741593019703115,10.0
24.0,4.7,Windy,Jam,2,Meal,electric_scooter,1.0,No,Urban,11,6.548433305316816,15.0
32.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,6.629152278458279,5.0
20.0,4.9,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,14,8.895591963759975,15.0
23.0,4.4,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,34,9.22712589492574,5.0
20.0,4.8,Windy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,20,12.0047098108572,5.0
24.0,4.8,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,32,9.44515368780418,15.0
31.0,4.9,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,16,4.082254715008099,15.0
21.0,4.6,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,13,3.2504359562653966,10.0
24.0,4.7,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Urban,23,9.77583093179656,5.0
30.0,4.8,Cloudy,Medium,1,Snack,scooter,0.0,No,Metropolitian,16,3.085744474573173,15.0
33.0,4.9,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,46,7.929891687623447,15.0
36.0,4.6,Sandstorms,High,1,Drinks,scooter,1.0,No,Metropolitian,33,4.334966626093289,15.0
39.0,4.8,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,15,12.004346682986684,10.0
22.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,3.0622640690083807,15.0
33.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,15,2.12171273873141,5.0
22.0,5.0,Sandstorms,Medium,2,Meal,scooter,0.0,No,Urban,25,4.082627475297713,15.0
33.0,5.0,Cloudy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,27,9.48585124855824,5.0
21.0,4.8,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,25,7.357875460489641,5.0
37.0,4.7,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,23,1.0215034839855774,15.0
29.0,4.9,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,16,14.07965233134824,5.0
20.0,3.5,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,32,7.939623190349582,5.0
27.0,4.5,Windy,Low,1,Meal,scooter,0.0,No,Urban,14,1.1119492622115985,5.0
26.0,4.5,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,2.167340281319142,10.0
22.0,4.7,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,16,12.23143629545048,10.0
30.0,4.8,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,38,9.22712589492574,5.0
33.0,3.5,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,36,9.775514428370078,10.0
20.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,24,13.66215440263936,10.0
36.0,4.7,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,7.582250797552663,5.0
25.0,4.5,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,29,13.367211630693026,15.0
20.0,4.6,Sunny,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,15,3.258666114389267,10.0
28.0,5.0,Fog,Medium,1,Meal,scooter,2.0,No,Metropolitian,39,11.918470061799924,10.0
24.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,9.18333830870329,-1490.0
25.0,4.9,Fog,Low,1,Meal,motorcycle,0.0,No,Urban,14,5.415240413671808,10.0
21.0,5.0,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,33,13.473852380690673,10.0
29.0,4.9,Sunny,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,18,8.432258936377673,5.0
27.0,4.2,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,2.1669733451131017,10.0
33.0,4.7,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,12.00344191188381,10.0
33.0,5.0,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,5.55974580297909,10.0
33.0,5.0,Stormy,Jam,0,Meal,motorcycle,3.0,Yes,Metropolitian,54,8.16563523409124,15.0
32.0,4.7,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,3.0621182288339006,10.0
39.0,3.9,Cloudy,Low,1,Snack,motorcycle,0.0,No,Urban,36,14.086481709103406,15.0
22.0,4.8,Cloudy,High,2,Drinks,scooter,1.0,No,Urban,23,1.0862990206183492,5.0
36.0,4.8,Stormy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,25,3.9654483106696015,15.0
32.0,4.5,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,6.671694684131345,10.0
32.0,4.2,Windy,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,44,10.007540311428052,10.0
34.0,3.6,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,37,8.690143576297272,5.0
23.0,4.9,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,17,7.199098961057383,15.0
33.0,4.9,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,2.2238984990192607,5.0
30.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,48,7.378317171224337,5.0
38.0,4.8,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,21,13.84143740468109,10.0
25.0,4.7,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,23,6.570544113658063,15.0
20.0,4.9,Fog,Jam,2,Meal,scooter,1.0,No,Urban,25,2.974428094466656,10.0
29.0,4.3,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,17,2.091242339729618,15.0
22.0,4.7,Sunny,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,22,3.258878332419675,15.0
32.0,4.2,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,6.938582174675991,15.0
29.0,4.5,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,13,6.501660471691102,15.0
25.0,4.6,Stormy,Low,2,Buffet,scooter,1.0,No,Urban,13,1.0835329840973202,10.0
31.0,4.6,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,6.611202921840871,15.0
38.0,4.5,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Urban,17,9.75010295830401,15.0
27.0,4.7,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,8.22732164167247,15.0
32.0,4.4,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,32,5.932534484020502,5.0
39.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,30,2.166336954842104,15.0
33.0,4.7,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,13.32490104354039,5.0
20.0,4.5,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,18,3.3358476850190417,5.0
31.0,4.1,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,39,14.186531747233628,5.0
38.0,4.2,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,32,2.172771437745057,15.0
25.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,1.0830495114182028,15.0
36.0,4.0,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,6.323802076711021,15.0
29.0,4.9,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,26,7.176052091876545,10.0
35.0,4.9,Windy,Low,2,Buffet,scooter,1.0,No,Urban,15,9.751868010678429,10.0
38.0,4.8,Stormy,Low,2,Buffet,scooter,1.0,No,Urban,22,1.1119492622115985,15.0
38.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Urban,36,7.175634541480756,15.0
26.0,3.8,Sunny,High,0,Drinks,motorcycle,0.0,No,Metropolitian,41,4.333058805253812,10.0
28.0,4.9,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,25,2.0734856780938267,15.0
26.0,4.6,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Urban,16,9.484044290996817,5.0
21.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,13.69940802109486,-1485.0
38.0,5.0,Stormy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,40,8.665279922443533,5.0
35.0,4.0,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,35,11.038752297232412,15.0
21.0,5.0,Windy,Jam,2,Drinks,motorcycle,0.0,No,Urban,17,11.916490174709663,5.0
38.0,4.6,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,27,6.517856423218865,5.0
36.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,29,6.32445727787296,10.0
37.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,3.151411808179043,5.0
28.0,4.5,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,14,5.4154194057655145,5.0
22.0,4.8,Stormy,Low,0,Snack,motorcycle,0.0,No,Urban,17,11.545716180305794,-1485.0
35.0,4.7,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,4.975259695694687,5.0
31.0,4.6,Sandstorms,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,26,11.66618858837898,15.0
36.0,4.6,Windy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,28,4.086524581557492,15.0
27.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,15,1.1119492622115985,10.0
36.0,4.4,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,44,5.269989691359901,10.0
35.0,4.7,Sandstorms,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,28,5.951057141952633,10.0
34.0,4.9,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,1.020679224715212,15.0
29.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,2.1084353909306044,10.0
30.0,4.8,Fog,Medium,2,Meal,motorcycle,1.0,No,Urban,16,5.55974580297909,10.0
37.0,4.7,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,45,8.665998153012561,15.0
22.0,4.7,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,11,6.500559559777786,10.0
36.0,4.6,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,3.1621792887961786,15.0
20.0,4.7,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,18,6.965077963432073,15.0
37.0,4.7,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,27,11.782693306645896,5.0
29.0,4.9,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,11,10.007540311428052,15.0
25.0,4.8,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,21,12.93246443784719,15.0
26.0,4.2,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,35,5.947482370791641,5.0
31.0,4.3,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,3.152570619981871,15.0
20.0,4.6,Sunny,High,1,Buffet,motorcycle,1.0,No,Urban,16,1.083135940044876,15.0
32.0,4.8,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,42,8.431773426052674,10.0
27.0,4.9,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,26,8.213747827565511,5.0
28.0,4.8,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,17,2.0508055903833404,15.0
23.0,4.8,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,18,1.0509837416161123,10.0
37.0,4.6,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,3.0620861228344958,15.0
38.0,4.7,Windy,High,0,Meal,motorcycle,1.0,No,Urban,33,4.1476332954120725,15.0
25.0,4.8,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,12,8.895591963759975,15.0
32.0,4.6,Cloudy,Jam,1,Snack,scooter,1.0,No,Urban,46,13.045172950364815,5.0
33.0,4.9,Sandstorms,Medium,2,Snack,electric_scooter,0.0,No,Urban,26,7.78364341285968,15.0
31.0,4.1,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,42,14.455331161691964,5.0
32.0,4.8,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,20,14.455331161691964,15.0
38.0,4.6,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,5.248932528340858,5.0
35.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,No,Urban,20,11.224716852585452,5.0
30.0,4.7,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,3.0622740212730792,10.0
35.0,4.9,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26,8.632903965782472,15.0
35.0,4.8,Fog,Medium,0,Drinks,motorcycle,2.0,Yes,Metropolitian,45,9.232552076330686,10.0
34.0,4.8,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Urban,23,1.0835191631649983,5.0
27.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,9.46387583165939,5.0
22.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,22,8.920732259868425,15.0
29.0,4.4,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,25,1.1119492622115985,5.0
27.0,4.9,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,26,14.079485506055835,10.0
27.0,4.9,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,19,6.150786052666942,5.0
33.0,4.1,Sandstorms,Jam,0,Buffet,motorcycle,0.0,Yes,Metropolitian,43,9.74839585381422,10.0
25.0,4.6,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,28,7.42438076363774,10.0
22.0,4.5,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,24,9.329927091787372,15.0
26.0,4.7,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,20,2.09997729179178,15.0
33.0,4.8,Cloudy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,47,14.079651931331297,5.0
29.0,4.6,Stormy,High,0,Buffet,motorcycle,1.0,No,Urban,30,4.3656279620963385,15.0
36.0,5.0,Sunny,Low,1,Buffet,scooter,0.0,No,Urban,11,1.0369581190530266,5.0
29.0,4.7,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,21,6.964784971623215,5.0
25.0,4.3,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,6.122748630408223,5.0
20.0,4.6,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,16,1.050020582489043,5.0
