,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,time_diff
27571,22.0,4.5,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,27,13.786569757336345,10.0
27572,38.0,5.0,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,23,5.456717191042953,10.0
27573,28.0,4.7,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,25,7.930093028162767,15.0
27574,34.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,24,1.0710931201286162,15.0
27575,36.0,4.6,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,22,3.1619052617623384,5.0
27576,27.0,4.8,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,21,7.199164763211279,5.0
27577,29.0,4.5,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,24,6.547975794095657,5.0
27578,34.0,5.0,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,43,12.23143629545048,15.0
27579,25.0,4.8,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,19,1.908181820976236,10.0
27580,33.0,4.3,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,32,8.227465159437672,10.0
27581,36.0,4.6,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,6.161002257617339,15.0
27582,33.0,4.6,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,16,2.974143747638933,15.0
27583,24.0,4.5,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,8.402824778403986,15.0
27584,23.0,4.9,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,15,1.982843078801776,15.0
27585,21.0,4.7,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,30,7.581028716534881,5.0
27586,38.0,5.0,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,34,9.485859931186582,5.0
27587,26.0,4.6,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,23,8.201390117725907,15.0
27588,29.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,20,7.9262835561809615,10.0
27589,31.0,4.5,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23,6.325291326070763,-1485.0
27590,36.0,5.0,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,36,8.92091289769144,15.0
27591,28.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,3.0622740212730792,15.0
27592,22.0,4.8,Windy,Medium,1,Drinks,motorcycle,1.0,No,Urban,29,4.0151918047609625,15.0
27593,30.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,1.0835469455365736,5.0
27594,28.0,4.5,Fog,Jam,0,Snack,motorcycle,0.0,No,Urban,22,5.250387023260771,10.0
27595,39.0,4.2,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,43,14.07620674046292,15.0
27596,32.0,4.1,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,40,13.474734824920878,10.0
27597,26.0,4.7,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,17,3.1489614963156773,10.0
27598,23.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Urban,35,8.029679100808627,15.0
27599,24.0,4.5,Fog,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,47,9.745647421480346,5.0
27600,37.0,4.9,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,27,2.073662936987084,10.0
27601,30.0,4.9,Windy,High,0,Buffet,motorcycle,3.0,No,Metropolitian,42,1.982891655297851,5.0
27602,35.0,4.9,Sunny,High,1,Buffet,motorcycle,0.0,No,Metropolitian,22,1.0835469455365736,5.0
27603,34.0,5.0,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,8.200424311443856,5.0
27604,29.0,4.8,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,22,1.0608734308816716,10.0
27605,33.0,4.7,Fog,Medium,2,Meal,scooter,0.0,No,Urban,15,4.182357400923691,15.0
27606,36.0,4.9,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,22,11.913894371728883,15.0
27607,29.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,3.162506634102179,-1490.0
27608,29.0,4.5,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,11,11.593529224967066,10.0
27609,39.0,4.9,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,12.88135705651148,10.0
27610,22.0,2.7,Sunny,Low,1,Snack,scooter,2.0,No,Metropolitian,43,13.699968247323712,-1490.0
27611,26.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,24,11.666322198925794,5.0
27612,31.0,5.0,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,28,3.110833566995864,5.0
27613,25.0,4.7,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,29,12.8821891484028,15.0
27614,22.0,4.8,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,8.16987935624655,5.0
27615,30.0,4.3,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,32,6.27313971266791,15.0
27616,27.0,4.6,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,17,13.65391340344458,15.0
27617,20.0,3.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,49,5.127084701851519,5.0
27618,38.0,4.4,Sunny,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,41,8.667951961896883,5.0
27619,25.0,4.7,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,8.02972306545765,5.0
27620,30.0,4.3,Windy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,46,4.344971872404569,5.0
27621,26.0,4.5,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,1.053879790292131,5.0
27622,24.0,4.9,Windy,Low,1,Snack,scooter,0.0,No,Urban,12,4.956618922213134,15.0
27623,35.0,5.0,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,17,1.08638553317351,5.0
27624,35.0,5.0,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,25,1.9827153062161644,10.0
27625,30.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,4.108185680279486,15.0
27626,24.0,4.7,Cloudy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,0.9914654768034648,15.0
27627,29.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,20,14.079452239502476,10.0
27628,25.0,4.4,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,7.639048753148351,15.0
27629,27.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,35,9.46008445651302,5.0
27630,30.0,4.9,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Urban,23,4.285267685988356,10.0
27631,36.0,4.9,Stormy,High,1,Buffet,motorcycle,1.0,No,Urban,31,4.201755109956184,5.0
27632,33.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,9.185993052920438,15.0
27633,34.0,4.6,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36,8.931682086756462,15.0
27634,38.0,4.5,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Urban,38,6.938412010824462,15.0
27635,36.0,4.5,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,25,6.2199288641880965,15.0
27636,29.0,4.9,Sandstorms,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,1.0863692661633475,15.0
27637,30.0,4.6,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,17,4.104105067145877,5.0
27638,25.0,4.9,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,28,13.652518304264108,5.0
27639,36.0,4.7,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,24,11.916738298262118,15.0
27640,29.0,4.9,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,1.0862471192589844,5.0
27641,35.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,1.0368714474882568,15.0
27642,37.0,4.7,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,40,9.751860714002827,10.0
27643,38.0,4.7,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,46,7.026300043039853,15.0
27644,21.0,4.9,Cloudy,Jam,1,Snack,scooter,1.0,No,Urban,33,6.547984007969684,15.0
27645,28.0,5.0,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,32,11.918470061799924,5.0
27646,31.0,4.7,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,17,2.1217373241465194,15.0
27647,38.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,2.0510590123508488,5.0
27648,25.0,4.8,Windy,Medium,2,Snack,scooter,0.0,No,Urban,20,7.664403746016466,10.0
27649,38.0,4.8,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,19,2.1673849020119778,5.0
27650,33.0,5.0,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,42,7.424762110173783,5.0
27651,28.0,4.9,Sandstorms,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,16,10.901282622586306,15.0
27652,29.0,4.7,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,14,13.701519546979558,15.0
27653,34.0,3.5,Windy,Jam,2,Meal,scooter,2.0,No,Metropolitian,44,7.929272698366963,15.0
27654,38.0,4.8,Stormy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,29,12.931335043625952,5.0
27655,32.0,4.9,Fog,Jam,2,Buffet,scooter,0.0,No,Metropolitian,29,5.269532742421819,10.0
27656,32.0,4.5,Sunny,Medium,1,Snack,scooter,0.0,No,Urban,20,3.251026231497354,10.0
27657,24.0,4.9,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,38,12.396065421598452,5.0
27658,36.0,4.7,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,27,6.323802076711021,15.0
27659,38.0,4.5,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,2.057236709344078,15.0
27660,28.0,5.0,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,23,11.592441197302293,10.0
27661,37.0,4.8,Fog,Jam,0,Meal,motorcycle,0.0,No,Urban,26,2.8618394029036507,10.0
27662,23.0,4.5,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,14,5.431923963949783,10.0
27663,27.0,4.7,Windy,High,2,Buffet,motorcycle,0.0,No,Metropolitian,12,1.0608977318207309,10.0
27664,35.0,4.1,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39,13.890661313563085,5.0
27665,23.0,4.9,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Urban,11,14.231961407572074,5.0
27666,26.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,10.901346422968686,15.0
27667,26.0,4.6,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,17,6.499761393352368,5.0
27668,31.0,4.8,Stormy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,28,11.552373301156647,15.0
27669,28.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,11,8.164523628801838,5.0
27670,26.0,4.7,Cloudy,Low,2,Snack,scooter,0.0,No,Urban,11,6.22069681780263,15.0
27671,36.0,4.8,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,19,2.1009474329890976,15.0
27672,31.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,28,1.020770719018259,15.0
27673,35.0,4.6,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,6.302427538421111,15.0
27674,33.0,4.1,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,54,8.68970815840417,10.0
27675,35.0,5.0,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,31,3.0620898416792275,15.0
27676,37.0,4.7,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,5.253967043318005,10.0
27677,21.0,4.9,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,15,6.548086926332536,10.0
27678,28.0,4.8,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Urban,28,5.417132255852288,5.0
27679,24.0,4.6,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,20,4.147640724469348,10.0
27680,30.0,4.6,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,20,2.1084353909306044,15.0
27681,24.0,4.5,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,25,6.364249886981268,15.0
27682,31.0,5.0,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,15,13.264028919851745,10.0
27683,35.0,4.9,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,26,1.08638553317351,5.0
27684,24.0,4.8,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,14,6.51695843018216,15.0
27685,39.0,4.9,Cloudy,Jam,2,Snack,scooter,2.0,No,Metropolitian,38,7.378323920872229,15.0
27686,23.0,4.8,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,21,8.688813658457011,5.0
27687,22.0,4.6,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,18,1.049930548850178,5.0
27688,38.0,4.5,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,27,6.325076279263667,5.0
27689,23.0,4.9,Cloudy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,30,4.146900018063231,10.0
27690,21.0,4.9,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,12.006028835871124,10.0
27691,22.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,3.0622640690083807,15.0
27692,24.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,42,11.222926965682742,5.0
27693,35.0,4.9,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,18,2.041305249595787,5.0
27694,35.0,4.4,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31,13.698103720755537,5.0
27695,22.0,3.7,Sunny,High,0,Meal,motorcycle,2.0,No,Metropolitian,47,4.3320143925461325,5.0
27696,38.0,4.7,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,16,9.747318577691727,10.0
27697,21.0,4.8,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,2.0508055903833404,15.0
27698,26.0,4.0,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,2.172591798605044,15.0
27699,36.0,3.8,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,33,9.239184919556951,5.0
27700,23.0,4.0,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,37,7.585942520945823,10.0
27701,37.0,3.9,Fog,Low,1,Drinks,scooter,2.0,No,Metropolitian,33,9.226258488593702,15.0
27702,32.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,29,4.114178477899031,15.0
27703,30.0,4.8,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,24,2.1079986869716048,10.0
27704,34.0,4.9,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,16,0.991564162609242,15.0
27705,21.0,4.8,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,27,6.325291326070763,5.0
27706,29.0,4.6,Fog,Medium,2,Meal,motorcycle,2.0,No,Metropolitian,38,7.584610638884674,10.0
27707,22.0,4.8,Fog,High,0,Meal,motorcycle,1.0,No,Urban,22,4.334324739173258,15.0
27708,25.0,4.8,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,19,1.054333643680924,5.0
27709,22.0,4.7,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,14,6.547867760985844,5.0
27710,21.0,4.7,Windy,High,0,Snack,motorcycle,1.0,No,Urban,15,4.101322875351129,5.0
27711,34.0,4.4,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Urban,48,10.941956240077149,15.0
27712,20.0,5.0,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,28,8.56720623462844,10.0
27713,37.0,4.8,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,35,8.73022325988558,5.0
27714,39.0,4.9,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,25,1.036756843867465,10.0
27715,26.0,4.9,Fog,Low,2,Buffet,electric_scooter,1.0,No,Urban,13,6.501660837389253,10.0
27716,22.0,4.8,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,20,5.303944681501161,10.0
27717,33.0,4.6,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,13.588640855623115,5.0
27718,31.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,34,6.171041616257438,15.0
27719,37.0,4.8,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Urban,25,13.788119963312525,15.0
27720,29.0,4.5,Sandstorms,High,1,Snack,motorcycle,0.0,No,Metropolitian,16,1.0864064025735214,5.0
27721,29.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,2.1010048383526065,10.0
27722,38.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,5.722977797602215,5.0
27723,29.0,5.0,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,24,9.227774321284548,10.0
27724,28.0,4.6,Stormy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,22,4.332990612781188,5.0
27725,27.0,4.8,Stormy,High,1,Snack,motorcycle,0.0,No,Metropolitian,18,2.0510590123508488,10.0
27726,35.0,4.1,Sandstorms,High,0,Drinks,motorcycle,2.0,No,Urban,32,4.0827744588075765,10.0
27727,30.0,4.9,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,23,2.0735903257826847,5.0
27728,28.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,8.29225749515893,10.0
27729,35.0,4.8,Sunny,Jam,1,Meal,motorcycle,0.0,No,Urban,15,6.548433305316816,5.0
27730,34.0,4.4,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Semi-Urban,51,8.921840165332434,5.0
27731,23.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27,5.7237957231394425,10.0
27732,31.0,3.6,Windy,Jam,2,Meal,scooter,1.0,No,Urban,31,7.257234051017626,10.0
27733,36.0,4.6,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,25,2.041541203651772,15.0
27734,22.0,4.5,Fog,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,36,8.66695561061448,5.0
27735,36.0,4.5,Stormy,Medium,1,Meal,scooter,0.0,No,Urban,36,7.581707731885626,15.0
27736,24.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,28,6.671694684131345,10.0
27737,34.0,4.8,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Urban,30,6.4987176968557545,15.0
27738,39.0,4.9,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,15,4.447796794806982,10.0
27739,25.0,5.0,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,10,4.7700841172916775,5.0
27740,27.0,5.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,6.671694684131345,-1485.0
27741,36.0,4.1,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,32,8.92015555619879,5.0
27742,34.0,4.9,Sandstorms,Low,1,Drinks,scooter,1.0,No,Urban,23,3.1623298825405257,5.0
27743,37.0,4.6,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,17,4.216555860097678,10.0
27744,22.0,4.7,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,20,10.877298354363695,5.0
27745,39.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Urban,30,6.323502606335699,15.0
27746,37.0,4.1,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,34,8.29216683463674,15.0
27747,25.0,4.8,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,18,3.258666114389267,5.0
27748,25.0,4.7,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,42,7.639633244489975,15.0
27749,29.0,4.4,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,25,1.1119492622115985,5.0
27750,20.0,4.8,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,32,4.243546401493053,10.0
27751,29.0,4.9,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,14,5.415725060524499,-1485.0
27752,26.0,4.6,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,23,4.957578641476943,15.0
27753,29.0,4.5,Cloudy,Low,2,Snack,scooter,0.0,No,Urban,10,3.2742766592966994,10.0
27754,34.0,4.7,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,15,6.170866966281262,5.0
27755,25.0,4.8,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,14,13.264433078388024,10.0
27756,23.0,4.7,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,14.079485506055835,10.0
27757,33.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,28,2.1660550551143927,5.0
27758,23.0,4.7,Sunny,High,1,Buffet,scooter,0.0,No,Metropolitian,10,2.0734372636711496,15.0
27759,34.0,4.7,Cloudy,Medium,2,Buffet,scooter,1.0,No,Urban,19,5.934357164373412,5.0
27760,37.0,4.9,Sunny,Low,2,Snack,scooter,0.0,No,Urban,17,1.091487512073662,10.0
27761,32.0,4.8,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,16,4.447796794806982,5.0
27762,38.0,4.6,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,33,5.269740197486437,15.0
27763,26.0,4.9,Sunny,Jam,1,Snack,motorcycle,0.0,No,Urban,18,13.698753752220536,15.0
27764,30.0,4.1,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,39,2.0572743452315048,10.0
27765,39.0,4.7,Fog,Low,2,Snack,motorcycle,1.0,No,Urban,19,1.0370134242638556,5.0
27766,27.0,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,11.586348155662916,15.0
27767,32.0,4.9,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,24,8.895591963759975,10.0
27768,33.0,4.9,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,18,2.050676304526052,10.0
27769,25.0,4.5,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19,5.4311110906586695,10.0
27770,23.0,4.8,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,22,3.1619052617623384,5.0
27771,34.0,4.7,Cloudy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,34,8.690143576297272,10.0
27772,21.0,3.5,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,33,11.948865519660297,5.0
27773,31.0,5.0,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,2.1669947126048577,10.0
27774,37.0,4.3,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,40,13.69560104993706,10.0
27775,26.0,5.0,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,2.9780149573136194,5.0
27776,23.0,4.5,Windy,Jam,2,Meal,electric_scooter,1.0,No,Urban,20,8.172641840819571,15.0
27777,31.0,4.6,Sunny,High,0,Buffet,motorcycle,0.0,No,Metropolitian,24,4.146900018063231,10.0
27778,24.0,4.7,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,25,10.901297628875753,15.0
27779,20.0,4.9,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,20,6.170866966281262,5.0
27780,32.0,4.7,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38,7.255801583050179,15.0
27781,33.0,4.7,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,40,13.32401954122932,5.0
27782,39.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,37,10.901346422968686,5.0
27783,29.0,3.5,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,34,11.22425788043188,15.0
27784,39.0,4.2,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,39,11.400694152291964,15.0
27785,28.0,4.7,Sunny,High,1,Snack,motorcycle,1.0,No,Urban,10,2.1086056169087635,5.0
27786,24.0,4.5,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,20,8.955002323997148,15.0
27787,22.0,4.8,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,24,13.47355564944652,5.0
27788,38.0,4.8,Fog,Medium,2,Drinks,motorcycle,2.0,Yes,Metropolitian,40,10.5511092603824,15.0
27789,25.0,4.7,Fog,High,0,Meal,motorcycle,0.0,No,Urban,24,4.447796794806982,10.0
27790,27.0,4.8,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,42,9.45350928622463,10.0
27791,28.0,4.9,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,21,9.330097789692518,5.0
27792,21.0,5.0,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,7.911524130863351,5.0
27793,26.0,4.7,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,11.593317122220034,-1485.0
27794,31.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,27,5.102685296067417,10.0
27795,27.0,4.9,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,20,3.2590950797132923,10.0
27796,24.0,4.6,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,16,7.25646726137801,5.0
27797,26.0,4.7,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,32,11.22425788043188,15.0
27798,36.0,4.5,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,27,2.8778714968686647,5.0
27799,24.0,4.8,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,27,8.215204069399546,15.0
27800,36.0,4.6,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,35,2.0415510395979237,15.0
27801,24.0,4.6,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,23,5.269532742421819,15.0
27802,35.0,5.0,Sunny,Low,1,Snack,scooter,0.0,No,Urban,11,5.304287627870253,10.0
27803,34.0,4.9,Fog,Jam,2,Meal,scooter,1.0,No,Urban,27,3.161453625483826,15.0
27804,24.0,4.7,Fog,Jam,1,Drinks,scooter,1.0,No,Urban,43,7.353444706167544,10.0
27805,33.0,4.6,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,28,2.108273183201425,5.0
27806,32.0,4.2,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,5.947620022248342,5.0
27807,39.0,5.0,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,40,12.23143629545048,10.0
27808,23.0,4.0,Fog,High,2,Snack,electric_scooter,1.0,No,Metropolitian,33,1.9083327102914447,10.0
27809,26.0,4.6,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,5.415513164807335,5.0
